,HotelId,ReservationStatusDate,ArrivalDate,LeadTime,StaysInWeekendNights,StaysInWeekNights,Adults,Children,CustomerType,ADR,Meal,Country,Company,ReservedRoomType,IsRepeatedGuest,IsCanceled
15370,1,2015-07-10,2015-07-10,15,0,0,3,2,Transient,0.0,BB       ,PRT,       NULL,C               ,False,False
15371,1,2015-07-11,2015-07-07,186,0,4,2,0,Transient,154.0,BB       ,CN,       NULL,E               ,False,False
15372,1,2015-07-11,2015-07-07,186,0,4,2,0,Transient,123.0,BB       ,CN,       NULL,A               ,False,False
15373,1,2015-07-11,2015-07-06,185,1,4,1,0,Contract,49.3,BB       ,PRT,       NULL,A               ,False,False
15374,1,2015-07-11,2015-07-08,128,0,3,1,0,Transient,129.0,HB       ,PRT,       NULL,D               ,False,False
15375,1,2015-07-11,2015-07-04,158,2,5,2,0,Transient,154.0,BB       ,GBR,       NULL,E               ,False,False
15376,1,2015-07-11,2015-07-05,183,2,4,2,0,Contract,77.78,HB       ,GBR,       NULL,A               ,False,False
15377,1,2015-07-11,2015-07-04,149,2,5,2,0,Transient,112.0,HB       ,PRT,       NULL,A               ,False,False
15378,1,2015-07-11,2015-07-07,151,0,4,2,2,Transient,157.25,HB       ,CHE,       NULL,G               ,False,False
15379,1,2015-07-11,2015-07-04,127,2,5,2,0,Transient,96.9,HB       ,PRT,       NULL,A               ,False,False
15380,1,2015-07-11,2015-07-07,151,0,4,2,2,Transient,157.25,HB       ,PRT,       NULL,G               ,False,False
15381,1,2015-07-11,2015-07-07,151,0,4,2,1,Transient,141.2,HB       ,PRT,       NULL,E               ,False,False
15382,1,2015-07-11,2015-07-07,137,0,4,2,0,Transient,110.7,BB       ,PRT,       NULL,A               ,False,False
15384,1,2015-07-12,2015-07-04,58,2,6,2,0,Transient,112.5,HB       ,PRT,       NULL,D               ,False,False
15385,1,2015-07-12,2015-07-09,143,0,3,2,0,Transient,100.8,HB       ,ESP,       NULL,A               ,False,False
15386,1,2015-07-12,2015-07-05,123,2,5,2,0,Transient,58.95,BB       ,PRT,       NULL,A               ,False,False
15387,1,2015-07-12,2015-07-05,184,2,5,2,0,Contract,55.68,BB       ,IRL,       NULL,A               ,False,False
15388,1,2015-07-12,2015-07-05,130,2,5,2,0,Transient,82.35,HB       ,PRT,       NULL,A               ,False,False
15389,1,2015-07-12,2015-07-04,130,2,6,2,0,Transient,96.95,HB       ,PRT,       NULL,D               ,False,False
15390,1,2015-07-12,2015-07-04,130,2,6,1,0,Transient,64.9,HB       ,PRT,       NULL,A               ,False,False
15391,1,2015-07-12,2015-07-08,134,0,4,2,0,Transient,84.15,BB       ,PRT,       NULL,D               ,False,False
15392,1,2015-07-12,2015-07-10,123,0,2,3,0,Transient,114.69,HB       ,PRT,       NULL,A               ,False,False
15393,1,2015-07-13,2015-07-09,129,1,3,2,0,Contract,55.68,BB       ,IRL,       NULL,A               ,False,False
15394,1,2015-07-13,2015-07-09,143,1,3,2,0,Contract,58.23,BB       ,GBR,       NULL,A               ,False,False
15395,1,2015-07-13,2015-07-09,143,1,3,2,0,Contract,58.23,BB       ,GBR,       NULL,A               ,False,False
15396,1,2015-07-13,2015-07-08,135,1,4,2,0,Contract,55.68,BB       ,IRL,       NULL,A               ,False,False
15397,1,2015-07-13,2015-07-06,159,2,5,2,0,Transient,71.55,BB       ,PRT,       NULL,D               ,False,False
15398,1,2015-07-13,2015-07-02,84,3,8,3,0,Transient,199.5,FB       ,PRT,       NULL,E               ,False,False
15399,1,2016-07-13,2016-07-02,94,4,7,3,0,Transient,317.0,FB       ,PRT,       NULL,F               ,True,False
15400,1,2017-06-27,2017-06-16,109,4,7,3,0,Transient,318.82,FB       ,PRT,       NULL,F               ,True,False
15401,1,2015-07-13,2015-07-12,1,1,0,2,0,Transient,88.2,BB       ,DEU,       NULL,A               ,False,False
15402,1,2015-07-13,2015-07-12,6,1,0,2,0,Transient,123.0,BB       ,PRT,       NULL,A               ,False,False
15403,1,2015-09-10,2015-09-09,8,0,1,3,0,Transient,153.0,BB       ,PRT,       NULL,G               ,True,False
15404,1,2015-07-13,2015-07-06,30,2,5,2,0,Transient,155.0,HB       ,PRT,       NULL,E               ,False,False
15405,1,2015-07-13,2015-07-06,158,2,5,2,0,Transient,110.7,BB       ,ESP,       NULL,A               ,False,False
15406,1,2015-07-13,2015-07-06,185,2,5,2,0,Transient,110.0,BB       ,PRT,       NULL,E               ,False,False
15407,1,2015-07-13,2015-07-02,142,3,8,2,0,Contract,89.68,HB       ,DEU,       NULL,D               ,False,False
15408,1,2015-07-13,2015-07-09,143,1,3,3,0,Contract,78.6,BB       ,GBR,       NULL,A               ,False,False
15409,1,2015-07-13,2015-07-09,143,1,3,3,0,Contract,78.6,BB       ,GBR,       NULL,A               ,False,False
15410,1,2015-07-14,2015-07-04,157,4,6,2,0,Contract,55.68,BB       ,IRL,       NULL,A               ,False,False
15411,1,2015-07-14,2015-07-07,118,2,5,2,0,Transient,55.68,BB       ,ESP,       NULL,A               ,False,False
15413,1,2015-07-14,2015-07-13,2,1,0,2,0,Transient,117.9,BB       ,PRT,       NULL,A               ,False,False
15416,1,2015-07-15,2015-07-08,187,2,5,2,0,Contract,89.68,HB       ,POL,       NULL,D               ,False,False
15417,1,2015-07-16,2015-07-07,162,2,7,2,0,Contract,110.7,BB       ,NOR,       NULL,D               ,False,False
15418,1,2015-07-16,2015-07-07,162,2,7,2,0,Contract,110.7,BB       ,NOR,       NULL,D               ,False,False
15419,1,2015-07-16,2015-07-09,189,2,5,2,0,Transient,99.0,BB       ,PRT,       NULL,D               ,False,False
15420,1,2015-07-16,2015-07-09,189,2,5,2,0,Transient,96.3,BB       ,GBR,       NULL,A               ,False,False
15421,1,2015-07-16,2015-07-05,155,4,7,2,0,Contract,88.4,BB       ,GBR,       NULL,A               ,False,False
15422,1,2015-07-16,2015-07-02,152,4,10,2,0,Contract,88.4,BB       ,GBR,       NULL,A               ,False,False
15423,1,2015-07-16,2015-07-14,59,0,2,2,0,Transient,75.46,BB       ,AUT,       NULL,A               ,False,False
15424,1,2015-07-16,2015-07-14,59,0,2,3,0,Transient,97.25,BB       ,AUT,       NULL,A               ,False,False
15425,1,2015-07-16,2015-07-02,127,4,10,2,0,Contract,104.55,BB       ,GBR,       NULL,D               ,False,False
15426,1,2015-07-16,2015-07-09,188,2,5,3,0,Transient,159.74,BB       ,CN,       NULL,D               ,False,False
15427,1,2015-07-16,2015-07-05,115,4,7,2,0,Contract,113.05,HB       ,CHE,       NULL,A               ,False,False
15428,1,2015-07-16,2015-07-15,0,0,1,2,0,Transient,154.0,BB       ,PRT,       NULL,E               ,False,False
15429,1,2015-07-16,2015-07-15,2,0,1,2,0,Transient,131.0,BB       ,ESP,       NULL,A               ,False,False
15430,1,2015-07-16,2015-07-10,129,2,4,2,0,Transient,157.5,FB       ,ESP,       NULL,D               ,False,False
15431,1,2015-07-16,2015-07-10,151,2,4,2,2,Transient,123.3,BB       ,SWE,       NULL,G               ,False,False
15432,1,2015-07-16,2015-07-09,134,2,5,2,0,Contract,88.4,BB       ,GBR,       NULL,A               ,False,False
15433,1,2015-07-16,2015-07-09,134,2,5,1,0,Contract,88.4,BB       ,GBR,       NULL,A               ,False,False
15434,1,2015-07-16,2015-07-11,158,2,3,2,0,Transient-Party,99.7,HB       ,PRT,       NULL,A               ,False,False
15435,1,2015-07-16,2015-07-08,139,2,6,2,1,Transient,107.2,HB       ,PRT,       NULL,A               ,False,False
15436,1,2015-07-17,2015-07-10,129,2,5,2,0,Contract,110.7,BB       ,GBR,       NULL,D               ,False,False
15437,1,2015-07-17,2015-07-10,151,2,5,2,0,Contract,104.55,BB       ,GBR,       NULL,D               ,False,False
15438,1,2015-07-17,2015-07-13,237,1,3,2,0,Contract,128.35,HB       ,GBR,       NULL,D               ,False,False
15439,1,2015-07-17,2015-07-13,237,1,3,2,0,Transient,169.0,BB       ,PRT,       NULL,G               ,False,False
15440,1,2015-07-17,2015-07-08,185,2,7,2,0,Contract,90.95,BB       ,IRL,       NULL,A               ,False,False
15441,1,2015-07-17,2015-07-11,108,2,4,2,0,Transient,196.0,HB       ,PRT,       NULL,E               ,False,False
15442,1,2015-07-17,2015-07-15,62,0,2,2,0,Transient,106.5,BB       ,GBR,       NULL,A               ,False,False
15443,1,2015-07-17,2015-07-06,185,3,8,2,0,Contract,90.95,BB       ,NLD,       NULL,A               ,False,False
15444,1,2015-07-17,2015-07-13,237,1,3,2,0,Transient,85.5,BB       ,PRT,       NULL,A               ,False,False
15445,1,2015-07-17,2015-07-15,5,0,2,2,0,Transient,119.25,BB       ,BRA,       NULL,A               ,False,False
15446,1,2015-07-18,2015-07-17,0,0,1,2,0,Group,112.5,BB       ,PRT,       NULL,A               ,True,False
15447,1,2015-07-18,2015-07-07,184,2,9,2,0,Contract,110.5,HB       ,GBR,       NULL,A               ,False,False
15448,1,2015-07-18,2015-07-17,0,0,1,2,0,Transient,179.0,BB       ,ESP,       NULL,F               ,False,False
15449,1,2015-07-18,2015-07-17,0,0,1,2,0,Transient,154.0,BB       ,NZL,       NULL,D               ,False,False
15450,1,2015-07-18,2015-07-15,16,0,3,2,0,Transient,106.5,BB       ,PRT,       NULL,A               ,False,False
15451,1,2015-07-18,2015-07-11,129,2,5,2,1,Contract,149.63,HB       ,PRT,       NULL,A               ,False,False
15452,1,2015-07-18,2015-07-16,0,0,2,2,0,Transient,124.5,BB       ,PRT,       NULL,A               ,False,False
15453,1,2015-07-18,2015-07-16,0,0,2,2,0,Transient,124.5,BB       ,PRT,       NULL,A               ,False,False
15454,1,2015-07-18,2015-07-11,148,2,5,2,1,Transient,119.7,HB       ,PRT,       NULL,A               ,False,False
15455,1,2015-07-18,2015-07-16,94,0,2,2,0,Transient,115.5,BB       ,HUN,       NULL,A               ,False,False
15456,1,2015-07-18,2015-07-11,188,2,5,2,0,Contract,106.15,HB       ,GBR,       NULL,D               ,False,False
15457,1,2015-07-18,2015-07-11,137,2,5,2,0,Transient,130.9,BB       ,PRT,       NULL,D               ,False,False
15458,1,2015-07-18,2015-07-17,29,0,1,2,0,Transient,131.2,BB       ,PRT,       NULL,E               ,False,False
15459,1,2015-07-19,2015-07-04,184,4,11,2,0,Contract,90.95,BB       ,IRL,       NULL,A               ,False,False
15460,1,2015-07-19,2015-07-05,93,4,10,2,0,Contract,88.4,BB       ,GBR,       NULL,A               ,False,False
15461,1,2015-07-19,2015-07-12,162,2,5,2,0,Contract,110.5,HB       ,GBR,       NULL,A               ,False,False
15462,1,2015-07-19,2015-07-16,98,0,3,2,0,Transient,159.0,HB       ,PRT,       NULL,A               ,False,False
15463,1,2015-07-19,2015-07-12,172,2,5,2,0,Transient,119.7,HB       ,PRT,       NULL,A               ,False,False
15464,1,2015-07-19,2015-07-16,2,0,3,2,0,Transient,147.67,BB       ,PRT,       NULL,D               ,False,False
15465,1,2017-01-31,2017-01-30,0,1,0,1,0,Transient,52.0,BB       ,PRT,       NULL,A               ,True,False
15466,1,2015-07-19,2015-07-16,6,0,3,2,0,Transient,102.65,BB       ,ESP,       NULL,A               ,False,False
15467,1,2015-07-19,2015-07-16,10,0,3,2,0,Transient,134.0,BB       ,PRT,       NULL,A               ,False,False
15468,1,2015-07-19,2015-07-17,3,0,2,2,0,Transient,125.5,BB       ,ESP,       NULL,A               ,False,False
15469,1,2015-07-19,2015-07-16,17,0,3,3,0,Transient,139.0,BB       ,PRT,       NULL,A               ,False,False
15470,1,2015-07-19,2015-07-05,125,4,10,2,0,Contract,113.05,HB       ,DEU,       NULL,A               ,False,False
15471,1,2015-07-20,2015-07-16,41,1,3,1,0,Transient,135.0,BB       ,USA,       NULL,D               ,False,False
15472,1,2015-07-20,2015-07-19,41,1,0,2,0,Transient,92.0,BB       ,ESP,       NULL,A               ,False,False
15473,1,2015-07-20,2015-07-17,25,1,2,2,0,Transient,145.0,HB       ,ESP,       NULL,A               ,False,False
15474,1,2015-07-20,2015-07-13,131,2,5,2,0,Contract,113.05,HB       ,GBR,       NULL,A               ,False,False
15475,1,2015-07-20,2015-07-19,0,1,0,2,0,Transient,98.0,BB       ,PRT,       NULL,A               ,False,False
15476,1,2015-07-20,2015-07-16,17,1,3,2,0,Transient,139.75,BB       ,ESP,       NULL,D               ,False,False
15477,1,2015-07-20,2015-07-19,0,1,0,2,0,Group,103.18,BB       ,GBR,       NULL,A               ,False,False
15478,1,2015-07-20,2015-07-19,0,1,0,3,0,Transient,128.0,BB       ,PRT,       NULL,A               ,False,False
15479,1,2015-07-20,2015-07-10,130,3,7,2,0,Contract,134.1,HB       ,GBR,       NULL,D               ,False,False
15480,1,2015-07-20,2015-07-19,0,1,0,3,0,Transient,155.5,BB       ,PRT,       NULL,A               ,False,False
15481,1,2015-07-21,2015-07-20,0,1,0,2,0,Transient,153.0,BB       ,BEL,       NULL,G               ,False,False
15482,1,2015-07-21,2015-07-11,189,4,6,2,0,Transient,160.0,HB       ,PRT,       NULL,E               ,False,False
15483,1,2015-07-21,2015-07-20,6,1,0,2,0,Transient,176.0,BB       ,PRT,       NULL,E               ,False,False
15484,1,2015-07-21,2015-07-13,133,3,5,2,0,Contract,112.63,BB       ,FIN,       NULL,E               ,False,False
15485,1,2015-07-21,2015-07-18,29,2,1,2,0,Transient,120.6,BB       ,ESP,       NULL,A               ,False,False
15486,1,2015-07-21,2015-07-18,29,2,1,2,0,Transient,120.6,BB       ,ESP,       NULL,A               ,False,False
15487,1,2015-07-21,2015-07-16,0,2,3,2,0,Transient,126.28,BB       ,ISR,       NULL,F               ,False,False
15488,1,2015-07-21,2015-07-13,133,3,5,2,0,Contract,142.63,BB       ,FIN,       NULL,E               ,False,False
15489,1,2015-07-21,2015-07-16,59,2,3,2,0,Transient,147.0,HB       ,ESP,       NULL,A               ,False,False
15490,1,2015-07-22,2015-07-16,35,2,4,2,0,Transient,109.3,HB       ,ROU,       NULL,D               ,False,False
15491,1,2015-07-22,2015-07-16,35,2,4,2,0,Transient,109.3,HB       ,ROU,       NULL,D               ,False,False
15492,1,2015-07-22,2015-07-17,241,2,3,2,0,Contract,112.63,BB       ,GBR,       NULL,E               ,False,False
15493,1,2015-07-22,2015-07-08,86,4,10,2,0,Transient,83.79,BB       ,PRT,       NULL,D               ,False,False
15494,1,2015-07-23,2015-07-14,194,2,7,2,0,Transient,156.22,BB       ,IRL,       NULL,E               ,False,False
15495,1,2015-07-23,2015-07-13,161,3,7,2,2,Transient,232.0,HB       ,CHE,       NULL,G               ,False,False
15496,1,2015-07-23,2015-07-16,90,2,5,2,0,Contract,93.6,BB       ,GBR,       NULL,A               ,False,False
15497,1,2015-07-30,2015-07-22,50,2,6,2,0,Transient,135.0,HB       ,PRT,       NULL,A               ,False,False
15498,1,2015-07-23,2015-07-16,104,2,5,2,0,Contract,88.4,BB       ,GBR,       NULL,A               ,False,False
15499,1,2015-07-23,2015-07-16,90,2,5,2,0,Contract,93.6,BB       ,GBR,       NULL,A               ,False,False
15500,1,2015-07-23,2015-07-20,48,1,2,2,0,Transient,118.0,HB       ,ESP,       NULL,A               ,False,False
15501,1,2015-07-23,2015-07-16,22,2,5,2,0,Transient,160.0,BB       ,PRT,       NULL,F               ,False,False
15502,1,2015-07-23,2015-07-20,39,1,2,2,0,Transient,103.95,BB       ,USA,       NULL,D               ,False,False
15503,1,2015-07-23,2015-07-20,157,1,2,2,0,Contract,97.1,BB       ,ESP,       NULL,A               ,False,False
15504,1,2015-07-23,2015-07-16,140,2,5,2,1,Transient,174.95,FB       ,PRT,       NULL,A               ,False,False
15505,1,2015-07-23,2015-07-22,13,0,1,2,1,Transient,193.81,HB       ,PRT,       NULL,F               ,False,False
15506,1,2015-07-31,2015-07-23,50,2,6,2,1,Contract,134.75,BB       ,PRT,       NULL,D               ,False,False
15507,1,2015-07-23,2015-07-22,0,0,1,1,0,Transient,114.0,BB       ,PRT,         83,A               ,False,False
15508,1,2015-07-23,2015-07-21,97,0,2,3,1,Transient,162.0,BB       ,PRT,       NULL,C               ,False,False
15509,1,2015-07-30,2015-07-24,201,2,4,2,0,Contract,90.95,BB       ,GBR,       NULL,A               ,False,False
15510,1,2015-07-24,2015-07-15,36,2,7,3,0,Transient,206.22,HB       ,DEU,       NULL,E               ,False,False
15511,1,2015-07-24,2015-07-18,93,2,4,2,0,Transient,145.0,BB       ,CHE,       NULL,E               ,False,False
15512,1,2015-07-24,2015-07-19,45,2,3,1,0,Transient,84.12,BB       ,ITA,       NULL,A               ,False,False
15513,1,2015-07-24,2015-07-16,126,2,6,2,0,Transient,154.8,BB       ,PRT,       NULL,A               ,False,False
15514,1,2015-07-24,2015-07-20,44,1,3,2,0,Transient,115.85,HB       ,CN,       NULL,E               ,False,False
15515,1,2015-07-24,2015-07-21,40,0,3,2,0,Transient,123.2,BB       ,SWE,       NULL,F               ,False,False
15516,1,2015-07-24,2015-07-21,28,0,3,2,0,Transient,134.0,BB       ,ESP,       NULL,A               ,False,False
15517,1,2015-07-24,2015-07-20,42,1,3,2,0,Transient,145.0,BB       ,CHE,       NULL,E               ,False,False
15518,1,2015-07-24,2015-07-21,64,0,3,2,0,Transient,177.0,HB       ,ESP,       NULL,E               ,False,False
15519,1,2015-07-24,2015-07-21,1,0,3,2,0,Transient,177.0,HB       ,ESP,       NULL,E               ,False,False
15520,1,2015-07-24,2015-07-10,190,4,10,2,0,Contract,112.63,BB       ,IRL,       NULL,E               ,False,False
15521,1,2015-07-24,2015-07-23,3,0,1,2,0,Transient,154.0,BB       ,PRT,       NULL,D               ,False,False
15522,1,2015-07-24,2015-07-14,151,2,8,2,0,Contract,104.55,BB       ,BRA,       NULL,D               ,False,False
15523,1,2015-07-24,2015-07-19,37,2,3,2,0,Transient,146.95,HB       ,PRT,       NULL,D               ,False,False
15524,1,2015-07-24,2015-07-19,37,2,3,2,0,Transient,146.95,HB       ,PRT,       NULL,D               ,False,False
15525,1,2015-07-24,2015-07-19,178,2,3,2,0,Transient,96.3,BB       ,PRT,       NULL,A               ,False,False
15526,1,2015-07-24,2015-07-19,37,2,3,2,0,Transient,146.95,HB       ,PRT,       NULL,D               ,False,False
15527,1,2015-07-24,2015-07-19,37,2,3,2,0,Transient,146.95,HB       ,PRT,       NULL,D               ,False,False
15528,1,2015-07-24,2015-07-21,35,0,3,2,2,Transient,169.0,BB       ,DEU,       NULL,C               ,False,False
15529,1,2015-07-24,2015-07-20,68,1,3,2,0,Transient,135.0,BB       ,NLD,       NULL,D               ,False,False
15530,1,2015-07-24,2015-07-23,0,0,1,2,0,Transient,134.0,BB       ,PRT,       NULL,A               ,False,False
15531,1,2015-07-24,2015-07-15,65,2,7,2,0,Transient,142.48,FB       ,PRT,       NULL,A               ,False,False
15532,1,2015-07-24,2015-07-22,44,0,2,2,1,Transient,187.11,HB       ,CN,       NULL,G               ,False,False
15533,1,2015-07-24,2015-07-16,27,2,6,2,0,Transient,134.5,BB       ,GBR,       NULL,A               ,False,False
15534,1,2015-07-24,2015-07-23,0,0,1,2,0,Transient,134.0,BB       ,CN,       NULL,A               ,False,False
15535,1,2015-07-24,2015-07-21,106,0,3,2,0,Transient,88.55,BB       ,CN,       NULL,A               ,False,False
15536,1,2015-07-24,2015-07-23,2,0,1,1,0,Transient,114.0,BB       ,PRT,          9,A               ,False,False
15537,1,2016-01-19,2016-01-18,3,1,0,1,0,Transient,30.0,BB       ,PRT,          9,A               ,True,False
15538,1,2016-06-22,2016-06-21,0,0,1,1,0,Transient,65.0,BB       ,PRT,          9,A               ,True,False
15539,1,2015-07-31,2015-07-24,43,2,5,2,0,Transient,158.5,HB       ,GBR,       NULL,E               ,False,False
15540,1,2015-07-25,2015-07-18,1,2,5,2,0,Transient,191.0,BB       ,ITA,       NULL,E               ,False,False
15541,1,2015-07-25,2015-07-21,56,0,4,2,0,Transient,132.3,HB       ,ITA,       NULL,A               ,False,False
